id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
51710400,6,3.0,3.0,Enjoy a stylish experience at this centrally-located in beautiful Hollywood California overlooking the Hollywood sign steps from the walk of fame Hollywood apartment nice three bedroom<br /><br /><b>License number</b><br />Exempt - This listing is a bed and breakfast,0,93.0,225.0,high
16462303,3,1.0,1.0,"HRC客户Encino生育病人夫妇的长期住宿房间。<br />当经过治疗。分钟远离HRC。<br />在美好的庄园家。<br /><br />我們為夫妻通過生育治療與該地區的設施提供一個愛心和關愛的家。<br />我們正在接受和培養,並有經歷生育過程的人的經驗。<br />我們歡迎所有尋求一個豪華舒適的生活空間,而在洛杉磯在我們美麗的莊園別墅家。我們的家位於洛杉磯Encino CA 91436。<br /><br />供试管婴儿医生或学生夫妇的长期住宿室。<br /><br /><b>The space</b><br />我們向經歷生育治療的家庭開放了家庭。選擇創辦家庭的客人在他們的生育治療期間與我們一起呆了很長時間。我們非常支持我們的客人誰正在經歷生育治療。我們的幾個客人與一個名為HRC在Encino CA 91436生育臨床工作,這是步行距離我們的家。我們的客人選擇HRC作為他們的生育診所,因為他們被認為是最好的之一。我們了解夫婦有經歷生育治療的許多不同的原因。不管他們的原因,我們支持他們,並幫助他們在一切可能的方式。有一個家庭是美麗的,因此我們唯一的願望是我們的客人能夠擁有和建立一個自己的家庭。<br /><br />我們的大房地產家和地面感覺像度假村。<br />我們毫不懷疑你會愛上我們的家。<br />客房設有:1張大號床和1張沙發床。<br />客房設有私人浴室。<br />房間和家庭新改造和新鮮。<br /><br />臥室可供每晚出租在我們的房地產家或長期住宿。<br /><br />這間美麗的酒店提供帶私人浴室的客房。<br />如果你喜歡寧靜,你將絕對喜歡住在這個華麗,舒適的度假式風格的房地產。<br />主要街道購物和餐館是一個短的步行路程。<br />它是非常友好和提供一個好客的環境。我們喜歡戶外。<br />房間舒適地適合三個人,除了大床之外,沙發床也可用。<br />有充足的空間,因為這是一個巨大的財產。<br />酒店可應要求提供每日自助清潔服務。<br /><br />酒店提供免費停車場。<br /><br /><b>Guest access</b><br />客人將有充分的訪問許多偉大的設施和公共區域這華麗的房地產家室內和戶外場地。享受度假村風格的設施,使您的逗留更愉快和放鬆。<br />您靠近好萊塢,洛杉磯,CA的娛樂首都。<br",0,100.0,125.0,low
50293194,6,3.0,3.0,"Quiet and cozy 3 bedroom suite with Private and separate entry and free parking,  close access to 10 freeway, Convenient place, 1-2 minutes drive to mini mall to Target, Star Bucks, Dollar Tree, Ross, Jersey Mike’s Sub, Wing Stop, Panda Express, TGIF, and many more shops and food.  masks and social distances are required due to covid-19.  Depending on LA traffic, We are about:<br />15-25 minutes to Downtown LA and Hollywood<br />30-45 minutes LAX, Disneyland, and beaches<br /><br /><b>The space</b><br />Our entire 3-bedroom and 2-bathroom home is dedicated to our guests use to themselves.  Hopefully a few of our simple but thoughtful touches make our guests’ stay more pleasant and enjoyable.  Our kitchen has all the basic appliances, cookware and utensils for our guests’ convenience including the easy and safe to use induction electric stove.  All queen beds and TVs  are provided in every bedroom with night lamp and phone chargers available.  Our bathrooms have a few unique details tha",13,100.0,260.0,high
48888152,6,3.0,3.0,"This property also hosts a modest view of the Hollywood sign and the Griffith Park Observatory and may also be visible from the backyard. This area is very pedestrian friendly as most errands can be accomplished on foot. The property lies in the heart of Mid-City, close to Downtown Culver City. Grocery stores, Cafes, Restaurants, recreational activities centers, and banks are approximately 1 mile away. There are Bars and multiple shopping centers less than 2 miles from the property as well.",1,100.0,150.0,high
1112690,2,2.0,2.0,"ASK FOR SPECIAL PRICING<br />It is a  beautiful, clean, peaceful, and safe area.This apartment is large and has a lot of natural light. It is centrally located in the best area in Los Angeles. Easy access to all major needs like transportation, grocery, .<br /><br /><b>The space</b><br />Huge apartment .PRIVATE APARTMENT (Brentwood 90049) <br /> This apartment has the best view in all windows and balcony. It is clean, quiet, safe, and it is close to public transportation , restaurants, grocery stores, free ways, university, beach and entertainments. It has elevator and garden<br /> THIS APARTMENT IS VERY CLOSE TO UCLA <br />Utility will be charge separately<br /><br />Please ask me about essential and parking so I can explain how it works if you need those <br />With Airbnb option I cannot explain<br /><br /><b>Guest access</b><br />Guest will have access to everything in the apartment<br />Please ask me about essential and parking so I can explain how it works if you need those <br />",3,94.0,61.0,low
51848060,6,3.0,3.0,"This amazing new 3Br home was built recently in the heart of Los Angeles. Only a short distance to USC, Koreatown, and DTLA the home is the perfect place if you’re visiting LA.  Located in a delightful and quiet neighborhood, this single family home is the ideal place for any person or group wanting to feel the comfort of a home with a completely modernized interior, a gorgeous renovated kitchen, and refurbished bathrooms. Moreover, nearby there's an onsite manager that will help with any issues",1,100.0,300.0,high
30930179,12,5.0,5.0,"This luxurious Tuscan villa is walking distance to the Beverly Center, Beverly Hills, The Grove, Melrose & 3rd Street strip filled with stores, cafes, bars & clubs while Hollywood, Santa Monica, & Venice are your neighbors! Enjoy the chef kitchen, entertainment room, stunning master suite & bathroom with a steam shower & jacuzzi tub-all overlooking the beautiful outdoor lounge, heated pool & spa. Problem is, you'll never want to leave! Perfect for solo/business travels, families & couples alike.<br /><br /><b>The space</b><br />Are you ready to get spoiled? <br />Well, you picked the right place in the most PRIME location!<br /><br />This beautifully designed and decorated 2-story home includes 3 parking spaces for your convenience, 2 fireplaces (in the family room and master suite), a fully equipped chef's kitchen for cooking and entertaining with granite counter tops and high end stainless steal appliances; 6 burner stove top and grill, 2 door oven, double door refrigerator, an addit",13,100.0,950.0,high
1971977,12,5.0,6.0,"In a very quiet area and just 5-10 min to drive to University CSUN, Piers College  Very friendly atmosphere with a lot of light and friendliness. THERE IS NO PARTIES OR EVENTS ALLOWED ON THIS PROPERTY!!<br /><br /><b>The space</b><br />A very friendly family atmosphere, unique design, coziness and comfort... The house has 5 bedrooms, 3 bathrooms,  one of the regular bedrooms with a private bathroom is located downstairs and perfect for these who don’t like to use stairs. All four regular bedrooms are very much alike and the same size. Also spacious living and family rooms, very elegant kitchen with upgraded appliances, very cozy and useful backyard.  Love playing piano? We have it!! Love playing pool table? We have it too!! Love exercise? We even have mini gym and some other sport equipment :))As an ex esthetician I can offer a free analysis and advice to my guests if they are interested in improving their skin condition. I have many skin care machines so you can use them as well. So t",10,100.0,450.0,high
50871689,4,1.0,2.0,"Your fun adventure in LA awaits in this beautiful private suite in our gorgeous Contemporary Spanish Home open for your fabulous LA retreat! This spacious Presidential Suite is very large with super comfy queen bed & a double bed in its adjacent cove area . We’re only 7 miles to Universal Studios Hollywood, 15 miles to SoCal beaches & LA airports. Along w/ two spacious living rooms, a media room and a chef’s kitchen, indulge in the tropical backyard oasis in this luxury million dollar estate!<br /><br /><b>The space</b><br />We take great pride in our home and always keep it clean and conducive for an awesome relaxing stay. Your private room has its own mini refrigerator, microwave, secretary desk, smart TV with cable access to TV shows and free unlimited movie channels such as HBO, Showtime and Cinemax. It’s also setup for complimentary Netflix, Hulu & Disney+. The home has been remodeled & staged with elegance & sophistication. The common areas in the home are two  spacious living ro",0,100.0,99.0,low
39729275,5,3.0,3.0,"Beautifully renovated single family home in Torrance. This home has 3 bedrooms and 2.5 bathrooms. Ideally suited for vacationers, traveling professionals and relocating families. <br /><br />This property is fully furnished and equipped with everything you need to feel at home. Everything is brand new including the AC/heat. Located in a very safe and quiet area. We pride ourselves on a high level of cleanliness! Property manager lives close by to assist with your needs or questions throughout the stay.<br /><br /><b>Other things to note</b><br />No pets",9,100.0,149.0,high
31576514,2,1.0,1.0,"Drop your bags and relax ! 10 minutes from amazing shopping, movies, & food. 3 minutes to Trader Joe’s, and right off the 101 that can take you to Los Angeles. 3rd floor unit access, pool and workout area. Full kitchen space.<br /><br /><b>The space</b><br />Living room area, full kitchen shared bath<br /><br /><b>Guest access</b><br />Living room kitchen and bath<br /><br /><b>Other things to note</b><br />Apartment is on 3rd floor elevator access is down a long hall",0,90.0,126.0,low
19295477,2,2.0,1.0,"Back apartment home, only three tenant's very quiet. Lots of pubs, bars ,and restaurant's in walking distance. Universal Studios in walking distance, Hollywood Blvd only 1 fwy exit away,less than 7mins by car, only 15 mins using public transportation (train and bus depot very close)<br /><br /><b>The space</b><br />Entire space available or only one bed room<br /><br /><b>Guest access</b><br />Front and back yard spaces ( good for smoking, reading , relaxing)",16,100.0,50.0,low
51625892,10,5.0,5.0,"Brand new construction, newly furnished luxury home - in downtown Los Angeles close to LA Live and Staples Center. Spacious living area w/full kitchen and dining area. Bedrooms are separate on the 3 levels all with ensuite full baths for private living for each guests. Parking garage for one car. <br /><br />A perfect city getaway to hit all the hot spots. One mile from USC, 2 miles from the coliseum, and 3 miles from Downtown LA.<br /><br /><b>The space</b><br />Peaceful, beautiful, and picturesque interior and exterior with a front yard. Perfect place for any family visiting the area or for anyone who enjoys spacious homes. This town home has 5 bedrooms and 5 bathrooms that are completely renovated/refurbished to fit a contemporary and pleasant aesthetic ideal for any person or group wanting to feel the comfort of a modern home. Additionally you’ll find a fully-equipped kitchen that is brand new and an up to date central cooling system and a heating system that will guarantee the per",1,96.0,424.0,high
12778021,3,1.0,2.0,"A newly renovated duplex  close to major attractions,studios & restaurants. Top floor w/ private entrance, new furniture,queen sized bed and a pull out queen sized sofa bed.Full kitchen with stove, microwave, refrigerator & coffee maker.  Walk in closets.  A  perfect place to call home. Experience a tranquil hideaway in Hollywood.<br /><br /><b>The space</b><br />In the center of Hollywood everything is walking distance yet you feel tranquility in the neighborhood.<br /><br /><b>Guest access</b><br />Shared outdoor space",49,0.0,110.0,low
35686128,13,4.0,7.0,"Charming, bright, newly renovated home in the heart of LA, nestled in a special pocket of tree-lined and historical neighborhood. <br /><br />⭐	0.23 acre lot, 2700 sq ft living space<br />⭐	Brand new everything (house, washer dryer, kitchen appliances)<br />⭐	Brand new beds, mattresses (protected) and linens - ZERO BED BUGS<br />⭐	4 bedrooms, EACH has its private entrance<br />⭐	2 Living rms, 2 fireplaces<br />⭐	5 miles to DTLA / Hollywood. 10 miles to Santa Monica. 0.2 miles to 10 freeway<br />⭐	Plenty of parking",24,100.0,225.0,high
30391634,2,1.0,1.0,"Discover the best of Los Angeles, with this one-bedroom Marina Del Rey apartment. It’ll be easy to simply show up and start living in this fashionably Blueground furnished apartment with its fully-equipped kitchen, cozy living room, and our dedicated, on-the-ground support. (#LAX18)<br /><br /><b>The space</b><br />Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this one-bedroom apartment. Ideally located in Los Angeles, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living.  This apartment also offers in-apartment laundry.<br /><br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom apartment include an on-site:<br />  <br />- Pet Friendly<br />- Dog Park/Run<br />- Swimmin",1,100.0,173.0,high
12108750,6,3.0,4.0,"Nestled behind lush Topanga Canyon our newly remodeled, light filled, 3 bed home is the perfect place to relax with an picturesque 20min drive to the ocean and easy access to S. Monica/Los Angeles. Surrounded by mature gardens and a salt water solar pool our home is the perfect blend of English country garden meets Southern California living.<br /><br /><b>The space</b><br />Welcome to our much loved family home in the quiet neighborhood of Woodland Hills, surrounded by trees, lush gardens, wildlife and mountains. Whilst feeling very much away from it all, we are only minutes away by car from the new Topanga shopping mall, numerous restaurants, cinemas and major stores such as: Target; Whole Foods; Trader Joes; Ralphs;  Bristol Farms and Gelsons. <br /><br />The house is perfect for relaxing in with all rooms at the back opening onto the pool area which includes an outdoor dining area with BBQ. We completely remodeled our home when we moved in several years ago (new air/heat system, so",37,88.0,375.0,high
28545228,2,1.0,2.0,"Walk a block to the beach!!!  Or 6 blocks to Long Beach’s downtown lively night district!<br /><br />This Spacious Studio unit is ideally located just one block to the beach where you can enjoy the sun, surf, sailing, kayaking and bike paths.  <br /><br />Or, relax in a leather reclining couch or on your Queen Sized Murphy bed watching your Smart TV or surf the net with your high speed internet. <br /><br />Easily accessible to the 710, 605 & 405 - 22 mins to Disneyland or Knott’s, 23 miles to downtown LA, 19 miles to LAX.<br /><br /><b>The space</b><br />You’ll love strolling along 2nd Str in Belmont Shores and choosing where to eat or kayaking or paddle boarding thru Naples Island or Mother’s beach.  <br /><br />Bike along the beach, take a ferry ride to Catalina Island or ride the Metro to Downtown LA or to catch the train along the ocean to San Diego.  <br /><br />Long Beach is bike friendly with special bike lanes giving bikers safe lanes and priority.<br /><br />We enjoy a temper",92,100.0,102.0,low
33110597,5,2.0,4.0,"Indulge in the modern and historic charm of this tastefully updated inspiring apartment.  Absorb the designer comforts under the garden picture window or stretch out on the Eames lounge and admire the original artwork and humble functional luxury that fills this home. Outside - relax on the sunny patio of your own private garden with tranquil fountain; enjoy your morning coffee or some evening cocktails in the loungers. Included - ""on-site"" parking, Wifi, kitchen & limited laundry access .​​<br /><br /><b>The space</b><br />Get cozy and soak up the light from your own private Garden and indulge in the vibes of this ideally located and newly updated Craftsman duplex. Unwind amid the calming, inviting decor and bright living space.  Wander into the bright artist loft with office and contemplate your next move before the stunning view of the private garden and ocean horizon. Simply explore the multitude of amenities within walking distance, including downtown Long Beach, Pine St., Pike, t",92,100.0,98.0,low
33913067,10,5.0,8.0,"Our mission is to provide an affordable space in which guests can feel at home while vacationing, traveling or simply visiting the area. <br /><br />This newly remodeled home is perfect for small or large groups and can host up to 10 guests. This beautiful home has 4 bedrooms, couch in the living room and 2 bathrooms. Our home is perfect for spending time together inside or you can enjoy a private backyard with access to shade under a pergola and a full sized BBQ grill.<br /><br /><b>The space</b><br />VERY IMPORTANT! <br />PLEASE READ EVERYTHING BELOW.  <br /><br /><br />Home has central AC/heating. <br /><br />NO SMOKING, NO PARTIES/EVENTS & NO NOISE AFTER 10pm. Any cited noise violations will be deducted from your security deposit. If you are having some sort of celebration and need a home to host a party, play loud music, or make a lot of noise, this is NOT the home for you.<br /><br />This home was recently remodeled and furnished to make you feel right at home! <br />Interior Fea",91,100.0,240.0,high
30831788,10,5.0,6.0,"This charming house located within 10mins drive to Downtown Burbank and Downtown Glendale is the perfect place to relax while on a business trip or sightseeing getaway. Start your day enjoying quiet time on the covered patio or walk to the nearby Kenneth village for your breakfast in the French bakery or organic Mexican restaurant. Work from your home office or take pleasure in lounging outside eating. When dinner's over, climb the stairs to the breezy bedroom for a peaceful night's sleep.<br /><br /><b>The space</b><br />Sink into the leather sofa in the living room, admire art works and wooden accent pieces that bring warmth to this beautiful eclectic house. Work from your convenient home office, then take a dip in the bathtub of our state of the art spa room with tasteful pops of color of the  Moroccan tiles and handmade mosaics of Van Gogh surrounding it. Get a massage on the professional massage table (masseuse available upon request). Cook in the kitchen equipped with everything ",1,100.0,628.0,high
22535679,1,1.0,1.0,"Beautiful apartment, 4 blocks from the beach in an upscale, quiet and safe area of Santa Monica. You will be sharing a two bed-two bath with Jimmy and Julie, a young married couple. Your room has a double bed and en-suite bathroom. The apartment has easy street parking, a balcony and onsite laundry. It is four blocks from the Ocean and two blocks from lots of trendy bars and restaurants on Main Street. Venice Beach is 5 minutes walk. Downtown Santa Monica is a 20 minutes walk.<br /><br /><b>The space</b><br />The living room has a balcony which overlooks a beautiful tree lined street. We have a separate dining area with a table, which is great for dinning or working.<br /><br /><b>License number</b><br />228458",34,100.0,68.0,low
40914005,10,3.0,6.0,"****COVID-19 DISCOUNTS & CANCEL UP TO 1 day BEFORE!!***<br />**Sterilized clean between guests including all door and cabinet handles, & complete changing of all linens. Not simply washed and replaced. We have numerous sets and after every stay they are REPLACED while others are cleaned and left to air out for at least 7 days before being used**<br /><br />This beautiful and bright 3BR/2BTH pool home with  all the modern amenities is everything you will need to make your trip to LA special!<br /><br />Central location, sparkling swimming pool, BBQ, HVAC, Parking, top of the line amenities, beautiful & comfortable high end linens and bedding and lastly is top notch hospitality to make sure everything is taken care of!<br /><br /><b>The space</b><br />SUMMARY:<br />	* Great location close to everything including Universal Studios, Ventura Blvd, & 20 min to Hollywood. <br />	* 3BR/2 BATH<br />	* Sleeps 10 (Master BR- King bed, 2nd BR- Queen bed, 3rd BR- Two upscale bunk beds with top of t",69,100.0,482.0,high
28173091,2,1.0,1.0,"Be our guest, in your Los Angeles “Home Away From Home.” Enjoy your private Master Bedroom, with a private bathroom, mini-fridge, coffee bar, walk-in closet, and flat screen TV (w/HBO, etc). Other amenities include a full chest of drawers, laptop desk, and a lit night table. Surrounded by lovely art prints, natural wood crown molded ceilings. You’re walking distance to transit lines, a few minutes from major freeways and, 15-20 minutes from DTLA.<br /><br />**Please read check-in instructions carefully.**<br /><br /><b>The space</b><br />3-bedroom house, in which you have the master bedroom, with a queen-sized (60” x 80” mattress size) bed, full use of kitchen, washer/dryer, library, wide-screen living room TV or your own bedroom TV. Close to restaurants, 101/405 freeways, and rapid transit.<br /><br /><b>Guest access</b><br />Fully-equipped kitchen, library, nice walking neighborhood.<br /><br /><b>Other things to note</b><br />Single family house with just one resident (me!).<br /><b",50,100.0,40.0,low
17621139,4,1.0,2.0,"You'll love our cozy, re-modeled guest house with amazing Sleep Number Bed, full kitchen, comfy living room and beautiful outdoor space.  Our home is conveniently located to Hollywood, the ""studios"", Harry Potter World, LA Zoo, Pasadena, Los Feliz, Griffith Park & Observatory, Huntington Gardens, theaters, museums, parks, hiking, restaurants and shopping!  We're a quick ride from the Burbank Airport. Our place is perfect for couples, families, solo adventurers, and business travelers.<br /><br /><b>The space</b><br />**Please note we are taking extra precautions and ensuring deep cleaning and sanitizing after each stay to protect our guests!<br /><br />You'll love our cozy, re-modeled Burbank guest house with amazing Sleep Number Bed, full kitchen, and comfy living room. We've got a beautiful outdoor space with dining table, pergola, garden and yard.  Our place is perfect for couples, solo adventurers, and business travelers.<br /><br /><b>Guest access</b><br />You'll have access to ou",246,100.0,189.0,high
24397666,2,1.0,1.0,"Fully furnished, 750 sq ft, 1 bedroom apartment with amazing ocean views! Apartment includes business grade internet, cable TV package (including HBO and Starz), and everything else you could want (big screen TV, king size bed, sectional couch, stocked kitchen, etc).",21,100.0,199.0,high
5153022,2,1.0,2.0,"Cozy guest house near Sunset Junction. Comfortably fits 2 people. Private entrance and  bathroom. Gorgeous yard with heated pool and jacuzzi. Lush 2-level pool area. Queen size bed plus futon. Toaster, Keurig machine, washer, dryer, and mini fridge. Shared gas grill. No kitchen. Beautiful courtyard just outside the Cottage.<br /><br /><b>The space</b><br />Whether you are visiting from out of town or a local looking for a safe escape, we welcome you! Enjoy relaxing by the pool on lounge chairs with plush cushions or a conversation around the cozy fire pit without worry. Use the grill or order from a number of nearby restaurants for al fresco dining in a saltillo tiled courtyard.<br /><br />The  cottage is a guest house, unattached to the main house on the property.<br /><br /><b>Guest access</b><br />Washer and dryer<br />Heated pool<br />Heated spa<br />Courtyard<br />Gas grill<br />Hair dryer<br />Toaster<br />Keurig coffee machine<br />Sun-bathing lounge chairs<br />Outdoor fireplac",532,90.0,149.0,high
7888156,4,1.0,3.0,"Completely separate back house with a living room, kitchenette, breakfast table and private separate bedroom with two twin beds. The living room has a brand new sleeper sofa with a memory foam mattress and brand new TV! Extremely quiet. Gated pool  complete with a hammock and loungers for the adults! Home is nestled in the foothills of San Gabriel Valley - 24 miles to downtown LA and 27 miles to Disneyland. Azusa Pacific University and University of La Verne are minutes away. Close to the Metro.<br /><br /><b>The space</b><br />There is a main house in front of the back house.  The entry is through the side gate.  There is a picture of the main house on the site.  The cottage is completely separate and private.<br /><br /><b>Guest access</b><br />You are more than welcome to use the pool. There is also a grass area in the back yard for children to play on. Pool is gated for safety.",106,90.0,121.0,low
22168399,1,1.0,1.0,"Perfect for a studying student! Very quit peaceful place to relax with pool! The room has privet access, wonderful decor, temper-pedic mattress and bathroom is directly across from the room. The bathroom comes with towels and hand soap. High speed internet. This room includes access to entire house other than bedrooms. Close to Pierce Collage, Pepperdine and 25 min. to beach.",5,88.0,81.0,low
44105431,8,3.0,4.0,"Great place for a short stay or longer term rental.  Walking distance to some of the best schools in LA. Close to beach.   Fully furnished, Cable TV, Internet and utilities included.  Great neighborhood, really quiet and peaceful. Fantastic location. Plenty of street parking as well as garage space.  Each bedroom has own bath. Jacuzzi tub in master.<br /><br /><b>Guest access</b><br />You will have access to whole house, outdoor decks and garage.",14,100.0,293.0,high
1056045,2,1.0,1.0,"This is a second floor 1 bedroom 1 bath apartment which has been totally renovated with new stainless steel appliances, washer dryer inside the unit and everything for your relocation housing needs. There is construction next door so if this is an issue please dont book.<br /><br /><b>The space</b><br />Location: Santa Monica, Los Angeles County, California, USA (Venice beach, Malibu, Pacific Palisades) View Map<br />Accommodations: Apartment, 2 Bedroom, 1 Bath (Sleeps 2-3)<br /><br />This apartment is available periods 30 days or longer and it is not a vacation rental. The apartment is available monthly, and long term for those who are relocating, remodeling or repairing their residence, need long term housing near UCLA or St. John's hospital or need long term housing for any purpose other than vacation purposes.<br /><br />Desirable North of Wilshire apartment, 10 min. walk to the Ocean.<br /><br />Spacious one bedroom apartment with custom designed kitchen, living room and bathroom.",14,80.0,100.0,low
854258,2,1.0,1.0,"<b>The space</b><br />Situated on a lushly-planted 1/4 acre property, studded with mature trees, exotic tropicals and organic vegetables this is the perfect getaway for those seeking true respite. <br /> <br />We are fortunate to receive frequent visits from hummingbirds, wayward green parrots and colorful butterflies. The property is located near the ROSE BOWL and even closer to the ROSE BOWL PARADE, world famous Huntington Botanical Gardens and the LA Arboretum. The Norton Simon Museum, Old Town Pasadena, The Santa Anita Racetrack and fabulous hiking trails in the nearby San Gabriel Mountains are all within a 5-10 minute drive. 2 miles to the 210 Freeway. <br /> <br />As seen from the photos, the Interior includes fine Arts and Crafts furniture. Antiques connoisseurs will recognize select Dirk Van Erp and Harry Dixon, Gustav Stickley, Charles Limbert and Greene and Greene pieces and vintage Batchelder tiles. <br /> <br />WE HAVE THREE ROOMS AVAILABLE. RATES LISTED ARE FOR TWO GUESTS ",36,85.0,100.0,low
49520733,5,2.0,4.0,"Situated in prime west LA, this modern, 2nd floor 2 bedroom apartment is ideal for anyone looking to be close to the beach and enjoy the west side lifestyle. The master bedroom has a double sized bed and the second bedroom has 2 single beds. The unit is fully furnished and has all the essentials. All you need to bring is a toothbrush and a change of clothing! Included is a reserved off street parking spot, high speed wireless internet and basic cable. Building has an onsite laundry room.",12,99.0,147.0,high
7034496,6,3.0,3.0,"Iconic LA Views Hollywood West Location - Postcard views above the Sunset Strip.  This home is beautifully positioned above Chateau Marmont. Spacious modern design home is great for executive lodging, business in LA or as a home-base for short term assignments.<br /><br /><b>The space</b><br />Seven separate terraces, great outdoor spaces, spacious rooms! Postcard views of the iconic LA skyline.<br /><br />Natural sunlight for every room. 3 bedroom suites, each with full bath. <br /><br />Ideal Hollywood Hills West location. Easy walk to Chateau Marmont and the Sunset Strip. Located between Hollywood Blvd and the Sunset Strip.<br /><br /><b>Guest access</b><br />Enjoy the entire home - beautifully furnished with modern design. Fully equipped kitchen, gas stove, dining room and TV area adjacent to the kitchen. Gas BBQ on deck adjacent to kitchen for convenient grilling.<br /><br />Attached garage plus easy street parking.<br /><br /><b>Other things to note</b><br />Very important note: ",43,100.0,666.0,high
7518225,2,1.0,1.0,"Upstairs guest room with private bath. We're on a quiet (dead-end) street. You can leave the window open & awaken to the sound of chirping birds.<br /><br />Bedroom is equipped with a large screen television with Netflix, Amazon Primes, and dozens of other channels. Of course, there's high speed Wi-Fi too. Room has a Bose stereo (CD/AM/FM) with alarm clock.<br /><br />We're proud of our success thanks to our guests!<br /><br /><b>The space</b><br />You will have a microwave, coffee pot, and small fridge upstairs. <br /><br />Unfortunately, the kitchen is not available due to Covid-19 considerations. <br /><br />Very quiet neighborhood with beautiful and relaxing back yard. Do you want to relax in the spa after a long day? Just let us know so we can heat the water!<br /><br /><b>Guest access</b><br />As noted in our description, you'll have access to the hot tub with 24 hour notice. ! You can also enjoy our front porch with seating, our backyard for sunning, and our covered picnic table",127,100.0,59.0,low
50728805,1,1.0,1.0,"모든방은 도미토리로 운영하고 있으며 아래층은 남자 8명 이층은 여자 12 명으로 구성되어 있습니다. 방은 2인실에서 5인실 까지 있습니다.(사이트 참조)<br /><br />★체크인 시간은 오후 2시부터 11시30분 까지만 가능 하십니다 . 예약전에 확인 부탁드립니다.<br />일찍 체크인을 원하시는 경우 짐만 보관가능 하시며 오후2시에 체크인 하실수 있습니다.<br />★퇴실후 짐보관은 하루낮 동안만 가능합니다.<br /><br />1.욕실용품으로 샴푸 바디워시 비누 치약 타올 헤어드라이어를 준비했습니다.<br />2.코로나 이후로 조식 제공을 하지 않습니다.<br />3.초고속 인터넷이 있습니다.<br />4.주차는 언제든 편안하게 이용하실수 있습니다. 하루 주차 이용료는 $5입니다.<br /><br /><b>The space</b><br />트윈사이즈 침대 3개가 있는 도미토리룸입니다.<br /><br /><b>Guest access</b><br />""여행에서 숙박은 MyStayLA처럼 내 집 같은 편안한 휴식처가 되어야 하고, 의사소통이 중요합니다""<br />저희 숙소는 한국어 ,영어와 일어가 가능합니다.<br />안녕하세요, 2018년 여름에 리모델링을 마치고 새롭게 문을 연 마이스테이LA(MyStay LA)입니다.<br />LA한인타운 남서쪽 Crenshaw Blvd 대로변에 위치해서 안전하고 교통이 편리합니다.<br />미서부 여행자들의 편안한 휴식처가 되어 드리도록 노력하고 있으며, 도보로 1분 거리에 버스정류장이 있어 유니온역 ,다운타운 ,베니스비치나 산타모니카를 한 번에 가실 수 있는 편리함도 있습니다.<br />-다운타운<br />-베버리힐즈<br />-할리우드<br />-유니버셜스튜디오<br />-헌팅턴 라이브러리<br />_케리미술관<br />등 차량으로 20분 내로 가실 수 있습니다<br />LAX 공항도 30분이면 가실 수 있습니다.<br />LAX 공항에서 오시는 분은 픽업서비스 신청이 가능합니다(예약시 연락 필수, 별도 요금).<",0,100.0,35.0,low
6465034,2,1.0,1.0,"Live like a celebrity!  Enjoy a private bedroom and bathroom in a stylishly furnished two bedroom, two bath home at a luxury, high-end apartment building located on the world-famous Wilshire Boulevard in LA's exclusive Brentwood neighborhood.",0,0.0,104.0,low
39848171,16,4.0,8.0,"This LUXE LA modern compound features a main and guest house each boasting their own entrance. Extra Murphy beds that hide into the walls and wall art curated up by an interior designer make this place unique.  2  living rooms and 2 kitchens provide ample space for families to enjoy a getaway within their own space.  Palm trees swaying in the horizon and access to your private backyard completes the LA experience.<br /><br /><b>The space</b><br />The front unit features 2 bedrooms and 2 bathrooms complete with extra beds and up to date amenities. The living room has a 15ft arched ceiling, coupled with modern furniture and a fireplace, it provides ample relaxation for a living space.   The full size kitchen has an amazing open floorplan, remodeled cabinets, and a recently purchased stove should you decide to cook.<br /><br />The renovated guest house in the back is very spacious and sleeps up to 8 comfortably. Complete with its own entrance, this unit greets you with a recently built pa",14,100.0,899.0,high
10455533,6,2.0,2.0,"Elegant & charming 2 Bdm. 50 ft to ocean - 3 blocks to the Venice Boardwalk! Entire top floor of building - 1100 sq. ft. Beautifully maintained and private. Sunny open spaces. Large Fenced Yard. Gated/Secure Parking. Sun Deck w/ocean view. 2 bdms with Queen Beds. Large Sun Room with Deluxe Queen Sleeper Sofa. Large Living Room with 48"" HDTV, High-Speed Wi-Fi, Digital Cable w/Showtime, HBO, Cinemax. Full Bath, Fully Equipped Kitchen, Walk-In Closet, Additional Queen Air Bed, Xtra Storage, W/D.<br /><br /><b>The space</b><br />Our beach house is in a safe and friendly residential area. The entire property is gated with locked and coded entry for added security. The combination of a large, green yard located this close to the beach makes our vacation rental a very unique property in Venice. Sunny rooms by day - fall asleep to the sound of breaking waves. Walk out the door and jump in the ocean. Kick back and breakfast on the Sun Deck. Enjoy the gas grill and outdoor dining set in our larg",42,100.0,185.0,high
